"CU_ID","Year","Value"
"SEL-04-01",2019,11898.0741810402
"SEL-04-01",2020,7013.62147636081
"SEL-04-01",2021,8861.24933390774
"SEL-04-01",2022,15140.8882387836
"SEL-04-01",2023,33497.877313386
"SEL-03-03",1995,1330.66416122568
"SEL-03-03",1996,1337.15450157858
"SEL-03-03",1997,1436.94283676158
"SEL-03-03",1998,2486.41955687252
"SEL-03-03",1999,2110.15277624955
"SEL-03-03",2000,2638.31765008292
"SEL-03-03",2001,4249.01193972373
"SEL-03-03",2002,6402.77217982717
"SEL-03-03",2003,12758.9837023054
"SEL-03-03",2004,15959.8885070549
"SEL-03-03",2005,12861.77048311
"SEL-03-03",2006,11878.5362678001
"SEL-03-03",2007,9433.64840387266
"SEL-03-03",2008,4980.58458003849
"SEL-03-03",2009,5376.88583001184
"SEL-03-03",2010,4440.76617942502
"SEL-03-03",2011,4777.13333220006
"SEL-03-03",2012,4868.10908223752
"SEL-03-03",2013,4824.81562427326
"SEL-03-03",2014,4040.5686393449
"SEL-03-03",2015,4167.53363074744
"SEL-03-03",2016,4783.80874235941
"SEL-03-03",2017,4716.58029774244
"SEL-03-03",2018,3133.13531712688
"SEL-03-03",2019,928.472646401325
"SEL-03-03",2020,441.159458185792
"SEL-03-03",2021,331.672353418338
"SEL-03-03",2022,351.132673383496
"SEL-03-03",2023,743.666532388635
"SEL-05-02",1995,3149.40332985269
"SEL-05-02",1996,4219.3317902033
"SEL-05-02",1997,6132.83893896401
"SEL-05-02",1998,6126.37908540474
"SEL-05-02",1999,6470.73145821731
"SEL-05-02",2000,5045.73833282618
"SEL-05-02",2001,4342.89533669633
"SEL-05-02",2002,4568.84065054281
"SEL-05-02",2003,4810.28574590237
"SEL-05-02",2004,3257.51191360371
"SEL-05-02",2005,2595.90533718677
"SEL-05-02",2006,1754.24706916983
"SEL-05-02",2007,1852.5554598017
"SEL-05-02",2008,1383.75532925162
"SEL-05-02",2009,1254.27721552678
"SEL-05-02",2010,1674.00566728822
"SEL-05-02",2011,1884.75603542079
"SEL-05-02",2012,2897.97876342019
"SEL-05-02",2013,3037.13097340255
"SEL-05-02",2014,2832.19501198573
"SEL-05-02",2015,2321.86715274143
"SEL-05-02",2016,2251.77293367206
"SEL-05-02",2017,2304.27721265899
"SEL-05-02",2018,2026.02866560932
"SEL-05-02",2019,1660.01241645569
"SEL-05-02",2020,1771.90540939195
"SEL-05-02",2021,2383.00318281266
"SEL-05-02",2022,2939.87371521715
"SEL-05-02",2023,4352.08411108634
"SEL-06-16",1995,NA
"SEL-06-16",1996,NA
"SEL-06-16",1997,671.044127550769
"SEL-06-16",1998,724.40584316793
"SEL-06-16",1999,635.382510844133
"SEL-06-16",2000,761.87715230662
"SEL-06-16",2001,1046.18836764805
"SEL-06-16",2002,1435.56849685137
"SEL-06-16",2003,1103.34682828323
"SEL-06-16",2004,630.549567023286
"SEL-06-16",2005,535.451411468377
"SEL-06-16",2006,606.509591049883
"SEL-06-16",2007,536.698960442587
"SEL-06-16",2008,330.775418923666
"SEL-06-16",2009,174.19969491252
"SEL-06-16",2010,130.4510901593
"SEL-06-16",2011,181.589981067998
"SEL-06-16",2012,220.293617533066
"SEL-06-16",2013,290.607992531082
"SEL-06-16",2014,183.505773554216
"SEL-06-16",2015,185.716310106167
"SEL-06-16",2016,210.165298197928
"SEL-06-16",2017,133.967011606445
"SEL-06-16",2018,120.483183779916
"SEL-06-16",2019,NA
"SEL-06-16",2020,NA
"SEL-06-16",2021,NA
"SEL-06-16",2022,NA
"SEL-06-16",2023,739.363122867914
"SER-02",1995,NA
"SER-02",1996,NA
"SER-02",1997,77.6960879978261
"SER-02",1998,60.5924069458135
"SER-02",1999,67.2605685736647
"SER-02",2000,49.3254310719213
"SER-02",2001,62.8206574171621
"SER-02",2002,111.715075376284
"SER-02",2003,101.830949848064
"SER-02",2004,116.835230131222
"SER-02",2005,153.943982753682
"SER-02",2006,112.713494023859
"SER-02",2007,126.243002260069
"SER-02",2008,143.539824218146
"SER-02",2009,228.298531571334
"SER-02",2010,357.334656483434
"SER-02",2011,613.117328325995
"SER-02",2012,1006.25283247514
"SER-02",2013,1024.55106447476
"SER-02",2014,792.631169753421
"SER-02",2015,433.915006173472
"SER-02",2016,367.828359686134
"SER-02",2017,195.76268046246
"SER-02",2018,164.134495571636
"SER-02",2019,174.74223653108
"SER-02",2020,174.992704358686
"SER-02",2021,172.517306717657
"SER-02",2022,177.664080917586
"SER-02",2023,140.071150167196
"SEL-03-01",1995,NA
"SEL-03-01",1996,NA
"SEL-03-01",1997,NA
"SEL-03-01",1998,NA
"SEL-03-01",1999,NA
"SEL-03-01",2000,NA
"SEL-03-01",2001,NA
"SEL-03-01",2002,NA
"SEL-03-01",2003,NA
"SEL-03-01",2004,11921.6652730731
"SEL-03-01",2005,7112.22993207906
"SEL-03-01",2006,5142.32845471691
"SEL-03-01",2007,4066.03005229463
"SEL-03-01",2008,4076.69625419001
"SEL-03-01",2009,4597.85360327592
"SEL-03-01",2010,5843.33203035122
"SEL-03-01",2011,7211.54851295709
"SEL-03-01",2012,9507.99128767519
"SEL-03-01",2013,11429.1136234854
"SEL-03-01",2014,11955.774012598
"SEL-03-01",2015,12640.9533592286
"SEL-03-01",2016,10246.4996407339
"SEL-03-01",2017,8897.36795545232
"SEL-03-01",2018,7780.22429754537
"SEL-03-01",2019,5454.5745814479
"SEL-03-01",2020,4798.21112588238
"SEL-03-01",2021,3473.39718769064
"SEL-03-01",2022,4059.91380372288
"SEL-03-01",2023,5536.20570610791
"SEL-06-14",1995,679754.8169
"SEL-06-14",1996,679754.8169
"SEL-06-14",1997,217302.4682
"SEL-06-14",1998,217302.4682
"SEL-06-14",1999,217302.4682
"SEL-06-14",2000,217302.4682
"SEL-06-14",2001,158475.9838
"SEL-06-14",2002,158475.9838
"SEL-06-14",2003,158475.9838
"SEL-06-14",2004,158475.9838
"SEL-06-14",2005,97586.7407
"SEL-06-14",2006,97586.7407
"SEL-06-14",2007,97586.7407
"SEL-06-14",2008,97586.7407
"SEL-06-14",2009,42994.8532
"SEL-06-14",2010,42994.8532
"SEL-06-14",2011,42994.8532
"SEL-06-14",2012,42994.8532
"SEL-06-14",2013,75337.4659
"SEL-06-14",2014,75337.4659
"SEL-06-14",2015,75337.4659
"SEL-06-14",2016,75337.4659
"SEL-06-14",2017,12870.1013
"SEL-06-14",2018,12870.1013
"SEL-06-14",2019,12870.1013
"SEL-06-14",2020,12870.1013
"SEL-06-14",2021,47357.1879
"SEL-06-14",2022,47357.1879
"SEL-06-14",2023,47357.1879
"SEL-06-01",1995,8027.19994894131
"SEL-06-01",1996,8979.26322747641
"SEL-06-01",1997,6475.15132195802
"SEL-06-01",1998,7354.48599160778
"SEL-06-01",1999,5740.82953195619
"SEL-06-01",2000,6319.0013025654
"SEL-06-01",2001,7185.48729581296
"SEL-06-01",2002,5774.11857546642
"SEL-06-01",2003,7658.25657867577
"SEL-06-01",2004,5295.14794229563
"SEL-06-01",2005,6421.64319253128
"SEL-06-01",2006,6603.47435042135
"SEL-06-01",2007,4613.17063196401
"SEL-06-01",2008,3688.73849309099
"SEL-06-01",2009,3312.83723595912
"SEL-06-01",2010,4987.56753659152
"SEL-06-01",2011,10683.5750088744
"SEL-06-01",2012,14208.4819461428
"SEL-06-01",2013,21227.4120985997
"SEL-06-01",2014,22552.7750735541
"SEL-06-01",2015,18119.9617591132
"SEL-06-01",2016,15877.6587991351
"SEL-06-01",2017,9617.77154870914
"SEL-06-01",2018,6398.12267519079
"SEL-06-01",2019,5532.37794793165
"SEL-06-01",2020,5441.58561878816
"SEL-06-01",2021,8248.89252450251
"SEL-06-01",2022,8046.04755844213
"SEL-06-01",2023,9330.1707304216
"SEL-10-01",1995,2886.69706033396
"SEL-10-01",1996,4276.43965949339
"SEL-10-01",1997,4273.86592491641
"SEL-10-01",1998,6085.35000598303
"SEL-10-01",1999,9730.39003975274
"SEL-10-01",2000,10675.5881636314
"SEL-10-01",2001,16690.076372768
"SEL-10-01",2002,21257.8229386682
"SEL-10-01",2003,23192.3934916657
"SEL-10-01",2004,12950.5185734039
"SEL-10-01",2005,12541.6541532045
"SEL-10-01",2006,9553.3224345272
"SEL-10-01",2007,10501.9834978048
"SEL-10-01",2008,11225.8967190657
"SEL-10-01",2009,9039.24880576302
"SEL-10-01",2010,8469.47633211459
"SEL-10-01",2011,7401.01069646843
"SEL-10-01",2012,6033.58436282916
"SEL-10-01",2013,6594.19392595517
"SEL-10-01",2014,9092.82041134601
"SEL-10-01",2015,10725.3765563713
"SEL-10-01",2016,12865.5519250726
"SEL-10-01",2017,9082.8265160573
"SEL-10-01",2018,6087.79434530176
"SEL-10-01",2019,2706.98367414298
"SEL-10-01",2020,2514.43499769252
"SEL-10-01",2021,2404.33166497351
"SEL-10-01",2022,2457.21216977934
"SEL-10-01",2023,5006.97379477646
"SEL-09-02",1995,131126.024
"SEL-09-02",1996,131126.024
"SEL-09-02",1997,131126.024
"SEL-09-02",1998,66878.7298
"SEL-09-02",1999,66878.7298
"SEL-09-02",2000,66878.7298
"SEL-09-02",2001,66878.7298
"SEL-09-02",2002,211677.0321
"SEL-09-02",2003,211677.0321
"SEL-09-02",2004,211677.0321
"SEL-09-02",2005,211677.0321
"SEL-09-02",2006,231140.7529
"SEL-09-02",2007,231140.7529
"SEL-09-02",2008,231140.7529
"SEL-09-02",2009,231140.7529
"SEL-09-02",2010,974989.8623
"SEL-09-02",2011,974989.8623
"SEL-09-02",2012,974989.8623
"SEL-09-02",2013,974989.8623
"SEL-09-02",2014,231789.6533
"SEL-09-02",2015,231789.6533
"SEL-09-02",2016,231789.6533
"SEL-09-02",2017,231789.6533
"SEL-09-02",2018,182167.224
"SEL-09-02",2019,182167.224
"SEL-09-02",2020,182167.224
"SEL-09-02",2021,182167.224
"SEL-09-02",2022,79625.4205
"SEL-09-02",2023,79625.4205
"SEL-06-13",1995,1799182.291
"SEL-06-13",1996,1799182.291
"SEL-06-13",1997,795952.7364
"SEL-06-13",1998,795952.7364
"SEL-06-13",1999,795952.7364
"SEL-06-13",2000,795952.7364
"SEL-06-13",2001,338434.2462
"SEL-06-13",2002,338434.2462
"SEL-06-13",2003,338434.2462
"SEL-06-13",2004,338434.2462
"SEL-06-13",2005,292825.7285
"SEL-06-13",2006,292825.7285
"SEL-06-13",2007,292825.7285
"SEL-06-13",2008,292825.7285
"SEL-06-13",2009,85847.053
"SEL-06-13",2010,85847.053
"SEL-06-13",2011,85847.053
"SEL-06-13",2012,85847.053
"SEL-06-13",2013,130426.8585
"SEL-06-13",2014,130426.8585
"SEL-06-13",2015,130426.8585
"SEL-06-13",2016,130426.8585
"SEL-06-13",2017,142409.0804
"SEL-06-13",2018,142409.0804
"SEL-06-13",2019,142409.0804
"SEL-06-13",2020,142409.0804
"SEL-06-13",2021,379351.1715
"SEL-06-13",2022,379351.1715
"SEL-06-13",2023,379351.1715
"SEL-06-10",1995,2556111.156
"SEL-06-10",1996,2556111.156
"SEL-06-10",1997,1651326.746
"SEL-06-10",1998,1651326.746
"SEL-06-10",1999,1651326.746
"SEL-06-10",2000,1651326.746
"SEL-06-10",2001,3204416.669
"SEL-06-10",2002,3204416.669
"SEL-06-10",2003,3204416.669
"SEL-06-10",2004,3204416.669
"SEL-06-10",2005,881111.1862
"SEL-06-10",2006,881111.1862
"SEL-06-10",2007,881111.1862
"SEL-06-10",2008,881111.1862
"SEL-06-10",2009,148132.3219
"SEL-06-10",2010,148132.3219
"SEL-06-10",2011,148132.3219
"SEL-06-10",2012,148132.3219
"SEL-06-10",2013,172393.4752
"SEL-06-10",2014,172393.4752
"SEL-06-10",2015,172393.4752
"SEL-06-10",2016,172393.4752
"SEL-06-10",2017,105880.2722
"SEL-06-10",2018,105880.2722
"SEL-06-10",2019,105880.2722
"SEL-06-10",2020,105880.2722
"SEL-06-10",2021,100565.5158
"SEL-06-10",2022,100565.5158
"SEL-06-10",2023,100565.5158
"SEL-09-03",1995,1361672.539
"SEL-09-03",1996,1361672.539
"SEL-09-03",1997,1361672.539
"SEL-09-03",1998,1321774.131
"SEL-09-03",1999,1321774.131
"SEL-09-03",2000,1321774.131
"SEL-09-03",2001,1321774.131
"SEL-09-03",2002,5334542.957
"SEL-09-03",2003,5334542.957
"SEL-09-03",2004,5334542.957
"SEL-09-03",2005,5334542.957
"SEL-09-03",2006,2224510.789
"SEL-09-03",2007,2224510.789
"SEL-09-03",2008,2224510.789
"SEL-09-03",2009,2224510.789
"SEL-09-03",2010,5522595.018
"SEL-09-03",2011,5522595.018
"SEL-09-03",2012,5522595.018
"SEL-09-03",2013,5522595.018
"SEL-09-03",2014,2109576.025
"SEL-09-03",2015,2109576.025
"SEL-09-03",2016,2109576.025
"SEL-09-03",2017,2109576.025
"SEL-09-03",2018,1502077.039
"SEL-09-03",2019,1502077.039
"SEL-09-03",2020,1502077.039
"SEL-09-03",2021,1502077.039
"SEL-09-03",2022,703128.3648
"SEL-09-03",2023,703128.3648
"SEL-06-20",1995,6028.76173944814
"SEL-06-20",1996,10161.1347678796
"SEL-06-20",1997,9724.10020224465
"SEL-06-20",1998,11295.0898338521
"SEL-06-20",1999,9948.93896718076
"SEL-06-20",2000,13453.0062012927
"SEL-06-20",2001,20298.4345766185
"SEL-06-20",2002,17373.9674806973
"SEL-06-20",2003,12991.9623013484
"SEL-06-20",2004,8508.43083901723
"SEL-06-20",2005,7340.08228676933
"SEL-06-20",2006,10516.8408642526
"SEL-06-20",2007,9055.56419900567
"SEL-06-20",2008,8644.70545562834
"SEL-06-20",2009,6964.65072109723
"SEL-06-20",2010,8805.04086629061
"SEL-06-20",2011,11044.5858243797
"SEL-06-20",2012,12440.2520564076
"SEL-06-20",2013,13478.7394924695
"SEL-06-20",2014,17124.0402668315
"SEL-06-20",2015,25788.8516230315
"SEL-06-20",2016,24809.7012712842
"SEL-06-20",2017,19082.0249646341
"SEL-06-20",2018,22927.6690417146
"SEL-06-20",2019,22996.8112243609
"SEL-06-20",2020,23753.7646139531
"SEL-06-20",2021,30369.950741762
"SEL-06-20",2022,36583.6662447531
"SEL-06-20",2023,51856.1958480748
"SEL-10-03",1995,8181.52218555504
"SEL-10-03",1996,10807.3117888199
"SEL-10-03",1997,11079.4295555185
"SEL-10-03",1998,12026.5553905099
"SEL-10-03",1999,10164.4149775097
"SEL-10-03",2000,7775.91738937997
"SEL-10-03",2001,7035.137743021
"SEL-10-03",2002,6816.69616773989
"SEL-10-03",2003,7732.81777897408
"SEL-10-03",2004,5654.20020231267
"SEL-10-03",2005,5276.23117769419
"SEL-10-03",2006,5901.05781304332
"SEL-10-03",2007,6199.32564533931
"SEL-10-03",2008,3901.73316001412
"SEL-10-03",2009,2804.20251318876
"SEL-10-03",2010,2682.954547357
"SEL-10-03",2011,2498.132138652
"SEL-10-03",2012,3337.0437595236
"SEL-10-03",2013,4326.68885521999
"SEL-10-03",2014,4517.28375947851
"SEL-10-03",2015,2881.4542880939
"SEL-10-03",2016,2664.27903882856
"SEL-10-03",2017,1773.82069806368
"SEL-10-03",2018,1191.57912499626
"SEL-10-03",2019,933.443815263767
"SEL-10-03",2020,922.49635162233
"SEL-10-03",2021,1004.23340648926
"SEL-10-03",2022,1234.5605904899
"SEL-10-03",2023,1741.59956521485
"SEL-03-05",1995,9627.16834692404
"SEL-03-05",1996,14775.926983138
"SEL-03-05",1997,16396.4678994044
"SEL-03-05",1998,27559.4659273473
"SEL-03-05",1999,45198.130101609
"SEL-03-05",2000,43786.7999373508
"SEL-03-05",2001,61806.5377799488
"SEL-03-05",2002,64429.1170192303
"SEL-03-05",2003,77724.8883837646
"SEL-03-05",2004,84898.6043679098
"SEL-03-05",2005,70334.1897779799
"SEL-03-05",2006,57193.1805840924
"SEL-03-05",2007,49149.9200353313
"SEL-03-05",2008,32863.9075798638
"SEL-03-05",2009,27665.5356216055
"SEL-03-05",2010,21989.6017108733
"SEL-03-05",2011,23650.1703252622
"SEL-03-05",2012,37575.0977734777
"SEL-03-05",2013,43476.3849200717
"SEL-03-05",2014,51018.3146111694
"SEL-03-05",2015,46347.8129993096
"SEL-03-05",2016,42945.0555891851
"SEL-03-05",2017,38085.7274438691
"SEL-03-05",2018,31423.5339026859
"SEL-03-05",2019,17145.1940869999
"SEL-03-05",2020,10085.7250493186
"SEL-03-05",2021,8751.74556942229
"SEL-03-05",2022,10633.8421604245
"SEL-03-05",2023,16897.4761035088
"SEL-06-03",1995,499766.230151814
"SEL-06-03",1996,579719.967331859
"SEL-06-03",1997,655506.693862937
"SEL-06-03",1998,763509.003593914
"SEL-06-03",1999,870233.335917959
"SEL-06-03",2000,821014.246421014
"SEL-06-03",2001,758580.501406623
"SEL-06-03",2002,629879.09993825
"SEL-06-03",2003,577710.889476245
"SEL-06-03",2004,342378.323378229
"SEL-06-03",2005,325308.580603106
"SEL-06-03",2006,340193.234685563
"SEL-06-03",2007,285126.301293136
"SEL-06-03",2008,313272.930077511
"SEL-06-03",2009,248631.528270972
"SEL-06-03",2010,365117.373552459
"SEL-06-03",2011,459080.56840358
"SEL-06-03",2012,485173.273985095
"SEL-06-03",2013,745416.505034514
"SEL-06-03",2014,621358.507231327
"SEL-06-03",2015,600736.426218979
"SEL-06-03",2016,571585.683042195
"SEL-06-03",2017,423343.187008096
"SEL-06-03",2018,371696.738782589
"SEL-06-03",2019,263837.322794912
"SEL-06-03",2020,207497.244115869
"SEL-06-03",2021,261578.895048439
"SEL-06-03",2022,286164.683589036
"SEL-06-03",2023,343202.319900862
"SEL-06-02",1995,NA
"SEL-06-02",1996,NA
"SEL-06-02",1997,NA
"SEL-06-02",1998,NA
"SEL-06-02",1999,NA
"SEL-06-02",2000,NA
"SEL-06-02",2001,NA
"SEL-06-02",2002,NA
"SEL-06-02",2003,NA
"SEL-06-02",2004,NA
"SEL-06-02",2005,NA
"SEL-06-02",2006,NA
"SEL-06-02",2007,NA
"SEL-06-02",2008,NA
"SEL-06-02",2009,NA
"SEL-06-02",2010,NA
"SEL-06-02",2011,NA
"SEL-06-02",2012,NA
"SEL-06-02",2013,NA
"SEL-06-02",2014,NA
"SEL-06-02",2015,NA
"SEL-06-02",2016,NA
"SEL-06-02",2017,NA
"SEL-06-02",2018,NA
"SEL-06-02",2019,NA
"SEL-06-02",2020,NA
"SEL-06-02",2021,NA
"SEL-06-02",2022,NA
"SEL-06-02",2023,NA
"SEL-06-07",1995,98035.7996212725
"SEL-06-07",1996,130896.787383679
"SEL-06-07",1997,114686.274924914
"SEL-06-07",1998,126659.317174495
"SEL-06-07",1999,138618.84279944
"SEL-06-07",2000,142595.752565133
"SEL-06-07",2001,182284.985121302
"SEL-06-07",2002,209862.928873453
"SEL-06-07",2003,186134.458649642
"SEL-06-07",2004,131603.77929339
"SEL-06-07",2005,139589.716085686
"SEL-06-07",2006,114518.469932455
"SEL-06-07",2007,96214.256379293
"SEL-06-07",2008,108078.128413952
"SEL-06-07",2009,68040.2801712877
"SEL-06-07",2010,73275.3284910686
"SEL-06-07",2011,78477.9014061463
"SEL-06-07",2012,68252.3728570781
"SEL-06-07",2013,93715.672184399
"SEL-06-07",2014,115877.55606929
"SEL-06-07",2015,134995.149605288
"SEL-06-07",2016,105836.527517528
"SEL-06-07",2017,103548.987830401
"SEL-06-07",2018,81599.8783471206
"SEL-06-07",2019,68118.5478772681
"SEL-06-07",2020,74989.5195563408
"SEL-06-07",2021,80323.7608665164
"SEL-06-07",2022,73335.9583044815
"SEL-06-07",2023,90401.6233923288
"SEL-03-02",1995,2760.04426235196
"SEL-03-02",1996,3142.64212624469
"SEL-03-02",1997,1685.70773538468
"SEL-03-02",1998,1377.05852515159
"SEL-03-02",1999,1441.65026466904
"SEL-03-02",2000,1272.40617743124
"SEL-03-02",2001,1979.05064474505
"SEL-03-02",2002,2485.40634077752
"SEL-03-02",2003,1563.17104914236
"SEL-03-02",2004,709.244861959026
"SEL-03-02",2005,484.338393232959
"SEL-03-02",2006,446.165141173373
"SEL-03-02",2007,323.814843384614
"SEL-03-02",2008,517.8042919818
"SEL-03-02",2009,820.178573443897
"SEL-03-02",2010,1056.71523172169
"SEL-03-02",2011,2003.21401976673
"SEL-03-02",2012,2507.72113750166
"SEL-03-02",2013,3296.82999713522
"SEL-03-02",2014,2704.3948630799
"SEL-03-02",2015,1710.9169976966
"SEL-03-02",2016,2224.69473424965
"SEL-03-02",2017,1672.66743287734
"SEL-03-02",2018,880.390770950112
"SEL-03-02",2019,333.797937703598
"SEL-03-02",2020,154.656691649424
"SEL-03-02",2021,123.875349243494
"SEL-03-02",2022,163.951252532093
"SEL-03-02",2023,198.0759738729
"SER-03",1995,3531.85451864922
"SER-03",1996,9339.08904334846
"SER-03",1997,7577.53119103646
"SER-03",1998,6303.77367019857
"SER-03",1999,5353.94783176499
"SER-03",2000,3907.81322282622
"SER-03",2001,7086.58643822115
"SER-03",2002,12359.0158207041
"SER-03",2003,12238.2317916749
"SER-03",2004,10212.5879303896
"SER-03",2005,22916.9128745065
"SER-03",2006,32574.6597339194
"SER-03",2007,64702.0493544228
"SER-03",2008,86438.2656677013
"SER-03",2009,80311.1948166775
"SER-03",2010,115271.011744319
"SER-03",2011,178019.579265866
"SER-03",2012,320267.023716065
"SER-03",2013,305774.426377246
"SER-03",2014,262357.811864688
"SER-03",2015,165265.271741534
"SER-03",2016,162271.334133197
"SER-03",2017,109145.224977799
"SER-03",2018,48438.4819280425
"SER-03",2019,20508.830534921
"SER-03",2020,21238.0114558275
"SER-03",2021,21914.8582220915
"SER-03",2022,26054.7976737667
"SER-03",2023,43850.1972951832
"SEL-01-01",1995,NA
"SEL-01-01",1996,NA
"SEL-01-01",1997,NA
"SEL-01-01",1998,NA
"SEL-01-01",1999,NA
"SEL-01-01",2000,NA
"SEL-01-01",2001,NA
"SEL-01-01",2002,NA
"SEL-01-01",2003,NA
"SEL-01-01",2004,NA
"SEL-01-01",2005,NA
"SEL-01-01",2006,NA
"SEL-01-01",2007,NA
"SEL-01-01",2008,NA
"SEL-01-01",2009,NA
"SEL-01-01",2010,NA
"SEL-01-01",2011,NA
"SEL-01-01",2012,NA
"SEL-01-01",2013,NA
"SEL-01-01",2014,NA
"SEL-01-01",2015,64783.3941344679
"SEL-01-01",2016,62157.4178034016
"SEL-01-01",2017,59171.704688319
"SEL-01-01",2018,43353.7113616981
"SEL-01-01",2019,47432.2924725833
"SEL-01-01",2020,46311.2013206875
"SEL-01-01",2021,39799.2762841913
"SEL-01-01",2022,46531.0969795693
"SEL-01-01",2023,47636.0555636752
