"","CU_ID","Species","Stock","Label","Year","Metric","Compare","LBM","UBM","Status","DataType","Value"
"119","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1997,"RelLBM",48579.939524183,15318,63808,"Amber","Abs_Abd",3.17142835384404
"120","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1998,"RelLBM",56964.0570388122,15318,63808,"Amber","Abs_Abd",3.71876596414755
"121","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1999,"RelLBM",78401.3372353907,15318,63808,"Green","Abs_Abd",5.11824893820281
"122","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2000,"RelLBM",98297.1717921569,15318,63808,"Green","Abs_Abd",6.4171022190989
"123","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2001,"RelLBM",111464.430827609,15318,63808,"Green","Abs_Abd",7.27669609789849
"124","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2002,"RelLBM",92237.9809682833,15318,63808,"Green","Abs_Abd",6.02154203997149
"125","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2003,"RelLBM",116394.056470425,15318,63808,"Green","Abs_Abd",7.59851524157365
"126","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2004,"RelLBM",132522.836330351,15318,63808,"Green","Abs_Abd",8.6514451188374
"127","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2005,"RelLBM",123082.222298124,15318,63808,"Green","Abs_Abd",8.03513659081629
"128","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2006,"RelLBM",110091.495406788,15318,63808,"Green","Abs_Abd",7.18706720242773
"129","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2007,"RelLBM",82479.8010088294,15318,63808,"Green","Abs_Abd",5.38450195905663
"130","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2008,"RelLBM",60704.696273179,15318,63808,"Amber","Abs_Abd",3.96296489575525
"131","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2009,"RelLBM",59213.6905358498,15318,63808,"Amber","Abs_Abd",3.86562805430538
"132","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2010,"RelLBM",69133.3451176612,15318,63808,"Green","Abs_Abd",4.51320963034738
"133","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2011,"RelLBM",77661.4468723986,15318,63808,"Green","Abs_Abd",5.06994691685589
"134","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2012,"RelLBM",80598.691908493,15318,63808,"Green","Abs_Abd",5.26169812694171
"135","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2013,"RelLBM",71783.0930587654,15318,63808,"Green","Abs_Abd",4.68619226131123
"136","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2014,"RelLBM",58333.6678816767,15318,63808,"Amber","Abs_Abd",3.80817782227945
"137","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2015,"RelLBM",31484.7087118854,15318,63808,"Amber","Abs_Abd",2.05540597414058
"138","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2016,"RelLBM",31215.763826511,15318,63808,"Amber","Abs_Abd",2.03784853287054
"139","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2017,"RelLBM",28071.8506075743,15318,63808,"Amber","Abs_Abd",1.83260547118255
"140","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2018,"RelLBM",28184.2137165089,15318,63808,"Amber","Abs_Abd",1.83994083539032
"141","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2019,"RelLBM",40441.3860569828,15318,63808,"Amber","Abs_Abd",2.64012182118963
"142","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2020,"RelLBM",39625.6629729738,15318,63808,"Amber","Abs_Abd",2.58686923703968
"143","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2021,"RelLBM",42660.4270296815,15318,63808,"Amber","Abs_Abd",2.78498674955487
"144","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2022,"RelLBM",49493.2047108151,15318,63808,"Amber","Abs_Abd",3.2310487472787
"145","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2023,"RelLBM",66871.1525650653,15318,63808,"Green","Abs_Abd",4.36552765146007
"146","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1995,"AbsLBM",76954.8522817721,1000,10000,"Green","Abs_Abd",76.9548522817721
"147","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1996,"AbsLBM",55024.6707400532,1000,10000,"Green","Abs_Abd",55.0246707400532
"148","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1997,"AbsLBM",48579.939524183,1000,10000,"Green","Abs_Abd",48.579939524183
"149","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1998,"AbsLBM",56964.0570388122,1000,10000,"Green","Abs_Abd",56.9640570388122
"150","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",1999,"AbsLBM",78401.3372353907,1000,10000,"Green","Abs_Abd",78.4013372353907
"151","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2000,"AbsLBM",98297.1717921569,1000,10000,"Green","Abs_Abd",98.2971717921569
"152","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2001,"AbsLBM",111464.430827609,1000,10000,"Green","Abs_Abd",111.464430827609
"153","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2002,"AbsLBM",92237.9809682833,1000,10000,"Green","Abs_Abd",92.2379809682833
"154","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2003,"AbsLBM",116394.056470425,1000,10000,"Green","Abs_Abd",116.394056470425
"155","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2004,"AbsLBM",132522.836330351,1000,10000,"Green","Abs_Abd",132.522836330351
"156","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2005,"AbsLBM",123082.222298124,1000,10000,"Green","Abs_Abd",123.082222298124
"157","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2006,"AbsLBM",110091.495406788,1000,10000,"Green","Abs_Abd",110.091495406788
"158","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2007,"AbsLBM",82479.8010088294,1000,10000,"Green","Abs_Abd",82.4798010088294
"159","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2008,"AbsLBM",60704.696273179,1000,10000,"Green","Abs_Abd",60.704696273179
"160","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2009,"AbsLBM",59213.6905358498,1000,10000,"Green","Abs_Abd",59.2136905358498
"161","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2010,"AbsLBM",69133.3451176612,1000,10000,"Green","Abs_Abd",69.1333451176612
"162","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2011,"AbsLBM",77661.4468723986,1000,10000,"Green","Abs_Abd",77.6614468723986
"163","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2012,"AbsLBM",80598.691908493,1000,10000,"Green","Abs_Abd",80.598691908493
"164","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2013,"AbsLBM",71783.0930587654,1000,10000,"Green","Abs_Abd",71.7830930587654
"165","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2014,"AbsLBM",58333.6678816767,1000,10000,"Green","Abs_Abd",58.3336678816767
"166","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2015,"AbsLBM",31484.7087118854,1000,10000,"Green","Abs_Abd",31.4847087118854
"167","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2016,"AbsLBM",31215.763826511,1000,10000,"Green","Abs_Abd",31.215763826511
"168","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2017,"AbsLBM",28071.8506075743,1000,10000,"Green","Abs_Abd",28.0718506075743
"169","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2018,"AbsLBM",28184.2137165089,1000,10000,"Green","Abs_Abd",28.1842137165089
"170","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2019,"AbsLBM",40441.3860569828,1000,10000,"Green","Abs_Abd",40.4413860569828
"171","CK-03","Chinook","Lower Fraser River_FA_0.3","SpnForAbd_Wild",2020,"AbsLBM",39625.6629729738,1000,10000,"Green","Abs_Abd",39.6256629729738
