CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr
CK_10,Middle Fraser River_SP_1.3,Chinook,2008,5851,5851,3425,3425,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2009,2984,2984,2564,2564,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2010,6806.266756,6806.266756,4786.266756,4786.266756,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2011,3601.628988,3601.628988,2652.628988,2652.628988,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2012,2703.281073,2703.281073,2108.281073,2108.281073,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2013,4051.186396,4051.186396,3530.186396,3530.186396,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2014,15149.48733,15149.48733,13685.48733,13685.48733,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2015,8160.614855,8160.614855,7347.614855,7347.614855,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2016,2705.532751,2705.532751,2361.080905,2361.080905,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2017,1919.71078,1919.71078,1365.252905,1365.252905,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2018,2449.879772,2449.879772,2273.879772,2273.879772,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2019,1031.834945,1031.834945,875.8349451,875.8349451,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2020,4790.058944,4790.058944,4638,4638,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2021,4811,4811,4222,4222,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2022,6338,6338,5412,5412,NA,NA,1995
CK_10,Middle Fraser River_SP_1.3,Chinook,2023,3697.657742,3697.657742,3474.657742,3474.657742,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,1995,17385.65308,17385.65308,17385.65308,17385.65308,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,1996,25921.64571,25921.64571,25921.64571,25921.64571,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,1997,25586.31333,25586.31333,25586.31333,25586.31333,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,1998,24230.62242,24230.62242,24230.62242,24230.62242,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,1999,14904.49545,14904.49545,14904.49545,14904.49545,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2000,16843.72361,16843.72361,16843.72361,16843.72361,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2001,21935.23859,21935.23859,21935.23859,21935.23859,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2002,24097.99455,24097.99455,24097.99455,24097.99455,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2003,38831.55391,38831.55391,38831.55391,38831.55391,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2004,28049.59878,28049.59878,28049.59878,28049.59878,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2005,17344.1018,17344.1018,17344.1018,17344.1018,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2006,17864.89749,17864.89749,17864.89749,17864.89749,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2007,9480.189897,9480.189897,9480.189897,9480.189897,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2008,14015.70055,14015.70055,14015.70055,14015.70055,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2009,16542.92964,16542.92964,16542.92964,16542.92964,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2010,19444,19444,19444,19444,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2011,16167.70884,16167.70884,16167.70884,16167.70884,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2012,7609.873804,7609.873804,7609.873804,7609.873804,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2013,9129.494223,9129.494223,9129.494223,9129.494223,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2014,22073.02167,22073.02167,22073.02167,22073.02167,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2015,25578,25578,25578,25578,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2016,9015,9015,9015,9015,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2017,5366,5366,5366,5366,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2018,4924.066661,4924.066661,4924.066661,4924.066661,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2019,4504.712215,4504.712215,4504.712215,4504.712215,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2020,9376.890863,9376.890863,9376.890863,9376.890863,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2021,10335.01436,10335.01436,10335.01436,10335.01436,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2022,21397.37384,21397.37384,21397.37384,21397.37384,NA,NA,1995
CK_11,Middle Fraser River_SU_1.3,Chinook,2023,14791.78273,14791.78273,14791.78273,14791.78273,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,1995,29995.84446,29995.84446,29995.84446,29995.84446,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,1996,21015.05357,21015.05357,21015.05357,21015.05357,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,1997,20398.17168,20398.17168,20398.17168,20398.17168,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,1998,23459,23459,23459,23459,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,1999,13852.0197,13852.0197,13852.0197,13852.0197,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2000,16116,16116,16116,16116,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2001,21086.60486,21086.60486,21086.60486,21086.60486,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2002,31220.49192,31220.49192,31220.49192,31220.49192,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2003,37614,37614,37614,37614,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2004,25393.71072,25393.71072,25393.71072,25393.71072,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2005,15664.70785,15664.70785,15664.70785,15664.70785,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2006,16505,16505,16505,16505,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2007,8152.22019,8152.22019,8152.22019,8152.22019,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2008,11843.33141,11843.33141,11843.33141,11843.33141,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2009,23578.84448,23578.84448,23578.84448,23578.84448,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2010,10222.97111,10222.97111,10222.97111,10222.97111,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2011,8173.835336,8173.835336,8173.835336,8173.835336,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2012,7806.007267,7806.007267,7806.007267,7806.007267,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2013,13141.84467,13141.84467,13141.84467,13141.84467,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2014,22579.30098,22579.30098,22579.30098,22579.30098,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2015,17274.7736,17274.7736,17274.7736,17274.7736,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2016,12630.72132,12630.72132,12630.72132,12630.72132,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2017,6766.490533,6766.490533,6766.490533,6766.490533,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2018,7342.257985,7342.257985,7342.257985,7342.257985,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2019,1968.912283,1968.912283,1968.912283,1968.912283,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2020,13618.27509,13618.27509,13618.27509,13618.27509,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2021,14147.33405,14147.33405,14147.33405,14147.33405,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2022,19001.68058,19001.68058,19001.68058,19001.68058,NA,NA,1995
CK_12,Upper Fraser River_SP_1.3,Chinook,2023,13194.04589,13194.04589,13194.04589,13194.04589,NA,NA,1995
CK_13,South Thompson_SU_0.3,Chinook,1975,8700,8700,8700,8700,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1976,2000,2000,2000,2000,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1977,9350,9350,9350,9350,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1978,5800,5800,5800,5800,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1979,7700,7700,7700,7700,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1980,3750,3750,3750,3750,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1981,7150,7150,7150,7150,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1982,4100,4100,4100,4100,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1983,3350,3350,3350,3350,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1984,6900,6900,6900,6900,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1985,8200,8200,8200,8200,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1986,9350,9350,9350,9350,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1987,10700,10700,10700,10700,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1988,14000,14000,14000,14000,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1989,11650,11650,11650,11650,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1990,4319,4319,4319,4319,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1991,7705,7705,7705,7705,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1992,11181,11181,11181,11181,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1993,7421.444933,7421.444933,7421.444933,7421.444933,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1994,3913,3913,3913,3913,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1995,7407,7407,7407,7407,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1996,31588,31588,31588,31588,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1997,33322,33322,33322,33322,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1998,61482,61482,61482,61482,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,1999,17438,17438,17438,17438,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2000,15115,15115,15115,15115,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2001,38384,38384,38384,38384,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2002,49693,49693,49693,49693,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2003,42586,42586,42586,42586,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2004,37451,37451,37451,37451,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2005,74720,74720,74720,74720,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2006,115318,115318,115318,115318,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2007,55885,55885,55885,55885,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2008,72200,72200,72200,72200,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2009,58719,58719,58719,58719,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2010,80996,80996,80996,80996,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2011,105244,105244,105244,105244,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2012,42983,42983,42983,42983,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2013,87495,87495,87495,87495,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2014,37840,37840,37840,37840,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2015,134254,134254,134254,134254,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2016,86205,86205,86205,86205,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2017,70182,70182,70182,70182,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2018,27323,27323,27323,27323,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2019,137227,137227,137227,137227,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2020,269540,269540,269540,269540,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2021,144228,144228,144228,144228,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2022,75199,75199,75199,75199,NA,NA,1975
CK_13,South Thompson_SU_0.3,Chinook,2023,548686,548686,548686,548686,NA,NA,1975
CK_14,South Thompson_SU_1.3,Chinook,1999,1002.2371,1002.2371,651.2370997,651.2370997,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2000,1553.210521,1553.210521,1127.210521,1127.210521,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2001,2836.074008,2836.074008,1474.074008,1474.074008,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2002,2529.749233,2529.749233,1526.749233,1526.749233,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2003,1718.708134,1718.708134,1629.708134,1629.708134,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2004,1297.254584,1297.254584,902.2545845,902.2545845,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2005,754.5046474,754.5046474,447.5046474,447.5046474,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2006,1105.030648,1105.030648,551.0306484,551.0306484,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2007,521.1632919,521.1632919,348.1632919,348.1632919,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2008,1162,1162,678,678,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2009,900,900,588,588,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2010,2372,2372,1767,1767,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2011,610,610,449,449,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2012,787,787,443,443,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2013,1618,1618,916,916,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2014,1661,1661,851,851,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2015,1047,1047,908,908,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2016,406.7975691,406.7975691,277,277,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2017,1105,1105,935,935,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2018,880,880,750,750,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2019,1179,1179,807,807,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2020,1069,1069,723,723,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2021,3075,3075,2669,2669,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2022,1205,1205,715,715,NA,NA,1999
CK_14,South Thompson_SU_1.3,Chinook,2023,1198,1198,956,956,NA,NA,1999
CK_15,Shuswap River_SU_0.3,Chinook,1975,32389.14432,32389.14432,32389.14432,32389.14432,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1976,3905.54828,3905.54828,3905.54828,3905.54828,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1977,16257.3765,16257.3765,16257.3765,16257.3765,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1978,17712.62229,17712.62229,17712.62229,17712.62229,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1979,17142.37786,17142.37786,17142.37786,17142.37786,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1980,6412.377857,6412.377857,6412.377857,6412.377857,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1981,8937.377857,8937.377857,8937.377857,8937.377857,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1982,3673,3673,3673,3673,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1983,5822.265811,5822.265811,5822.265811,5822.265811,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1984,8530.088961,8530.088961,8530.088961,8530.088961,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1985,11743.11539,11743.11539,11743.11539,11743.11539,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1986,21665,21665,21665,21665,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1987,18263,18263,18263,18263,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1988,20152,20152,20152,20152,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1989,15208,15208,15208,15208,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1990,23257,23257,23257,23257,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1991,14107,14107,14107,14107,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1992,20797,20797,20797,20797,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1993,15292,15292,15292,15292,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1994,35809,35809,35809,35809,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1995,14527,14527,14527,14527,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1996,32512,32512,32512,32512,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1997,18179,18179,18179,18179,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1998,33802,33802,33802,33802,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,1999,41515,41515,41515,41515,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2000,24615,24615,24615,24615,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2001,29099,29099,29099,29099,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2002,49974,49974,49974,49974,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2003,32925,32925,32925,32925,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2004,15433,15433,15433,15433,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2005,16523,16523,16523,16523,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2006,58536,58536,58536,58536,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2007,15839,15839,15839,15839,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2008,13790,13790,13790,13790,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2009,22565,22565,22565,22565,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2010,72164,72164,72164,72164,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2011,17676,17676,17676,17676,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2012,3240,3240,3240,3240,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2013,22048,22048,22048,22048,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2014,42576,42576,42576,42576,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2015,38347,38347,38347,38347,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2016,6005,6005,6005,6005,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2017,11889,11889,11889,11889,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2018,15835,15835,15835,15835,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2019,25951,25951,25951,25951,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2020,21834,21834,21834,21834,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2021,27627,27627,27627,27627,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2022,32485,32485,32485,32485,NA,NA,1975
CK_15,Shuswap River_SU_0.3,Chinook,2023,75526,75526,75526,75526,NA,NA,1975
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,1995,132.7985652,132.7985652,132.7985652,132.7985652,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,1996,199.263509,199.263509,199.263509,199.263509,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,1997,174.7925518,174.7925518,174.7925518,174.7925518,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,1998,37.33895191,37.33895191,37.33895191,37.33895191,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,1999,283.4218802,283.4218802,283.4218802,283.4218802,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2000,91,91,91,91,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2001,459,459,459,459,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2002,251.1893129,251.1893129,251.1893129,251.1893129,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2003,207,207,207,207,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2004,166.3280585,166.3280585,166.3280585,166.3280585,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2005,180,180,180,180,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2006,257,257,257,257,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2007,0,0,0.01,0.01,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2008,77,77,77,77,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2009,28,28,28,28,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2010,202,202,202,202,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2011,8,8,8,8,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2012,14,14,14,14,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2013,195,195,195,195,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2014,96,96,96,96,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2015,144,144,144,144,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2016,6.435541525,6.435541525,6.435541525,6.435541525,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2017,17,17,17,17,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2018,4.201994813,4.201994813,4.201994813,4.201994813,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2019,0,0,0.01,0.01,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2020,1.481723772,1.481723772,1.481723772,1.481723772,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2021,0,0,0.01,0.01,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2022,25,25,25,25,NA,NA,1995
CK_16,South Thompson-Bessette Creek_SU_1.2,Chinook,2023,6.788900348,6.788900348,6.788900348,6.788900348,NA,NA,1995
CK_17,Lower Thompson_SP_1.2,Chinook,1986,5734.010286,5734.010286,5734.010286,5734.010286,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1987,2664.768266,2664.768266,2664.768266,2664.768266,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1988,4620.517833,4620.517833,4620.517833,4620.517833,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1989,4846.547284,4846.547284,4846.547284,4846.547284,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1990,2657.630494,2657.630494,2657.630494,2657.630494,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1991,6835.606454,6835.606454,6835.606454,6835.606454,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1992,8640.378777,8640.378777,8640.378777,8640.378777,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1993,10679.97959,10679.97959,10679.97959,10679.97959,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1994,19283.81,19283.81,19283.81,19283.81,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1995,12433.83503,12433.83503,10174,10174,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1996,29603.37979,29603.37979,24223,24223,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1997,24972.77227,24972.77227,20434,20434,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1998,7924.910779,7924.910779,4107,4107,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,1999,9346,9346,6405,6405,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2000,12733,12733,11361,11361,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2001,16353,16353,13472,13472,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2002,21505,21505,18743,18743,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2003,29980,29980,22432,22432,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2004,20096,20096,16879,16879,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2005,12662,12662,7831,7831,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2006,10875,10875,8296,8296,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2007,6946,6946,2300,2300,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2008,10982,10982,10255,10255,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2009,2203,2203,1914,1914,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2010,7188,7188,6598,6598,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2011,4743,4743,4438,4438,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2012,10511,10511,8932,8932,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2013,5670.182054,5670.182054,4972,4972,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2014,23716.48429,23716.48429,21225,21225,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2015,10083.26547,10083.26547,9223,9223,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2016,8186.793392,8186.793392,7416.279452,7416.279452,NA,NA,1986
CK_17,Lower Thompson_SP_1.2,Chinook,2017,4601.217545,4601.217545,4232.643347,4232.643347,NA,NA,1986
